experience,education_level,job_role,location,industry,salary
2,Bachelors,Business Analyst,Hyderabad,Healthcare,541000.0
25,High School,DevOps Engineer,Pune,Manufacturing,1032000.0
6,Bachelors,Software Engineer,Chennai,Manufacturing,714000.0
3,Masters,Analyst,Hyderabad,Retail,574000.0
15,Masters,Manager,Pune,IT,2057000.0
10,Masters,Software Engineer,Delhi,Education,809000.0
16,Bachelors,Business Analyst,Mumbai,Education,848000.0
14,Bachelors,Manager,Hyderabad,Retail,1215000.0
17,Bachelors,DevOps Engineer,Delhi,Manufacturing,1116000.0
14,Masters,Analyst,Hyderabad,Retail,840000.0
19,Bachelors,Software Engineer,Delhi,Manufacturing,1037000.0
14,Bachelors,Software Engineer,Chennai,Finance,1149000.0
22,Bachelors,Business Analyst,Bangalore,Manufacturing,900000.0
13,PhD,DevOps Engineer,Delhi,IT,1908000.0
19,Bachelors,Business Analyst,Hyderabad,Healthcare,911000.0
4,Masters,Data Scientist,Bangalore,Healthcare,1109000.0
1,PhD,Data Scientist,Hyderabad,Manufacturing,1048000.0
16,PhD,Business Analyst,Chennai,Education,846000.0
9,Bachelors,Software Engineer,Mumbai,Education,1010000.0
21,Masters,DevOps Engineer,Delhi,Retail,1352000.0
0,Masters,Manager,Kolkata,Retail,837000.0
17,High School,Analyst,Bangalore,Education,598000.0
5,Bachelors,Data Scientist,Pune,Finance,1101000.0
9,Bachelors,Software Engineer,Chennai,Finance,1180000.0
10,Masters,Data Scientist,Bangalore,Finance,1793000.0
22,Masters,DevOps Engineer,Delhi,Finance,1929000.0
23,Bachelors,DevOps Engineer,Hyderabad,Finance,1518000.0
0,Masters,Software Engineer,Kolkata,Finance,796000.0
13,Masters,Manager,Delhi,Healthcare,1796000.0
23,Masters,Manager,Mumbai,Manufacturing,2308000.0
6,Bachelors,Software Engineer,Pune,Education,592000.0
2,Bachelors,Business Analyst,Hyderabad,Healthcare,590000.0
8,Bachelors,Software Engineer,Pune,Manufacturing,880000.0
15,Masters,Data Scientist,Bangalore,Manufacturing,1497000.0
13,PhD,Analyst,Pune,Healthcare,942000.0
24,High School,Analyst,Delhi,Retail,720000.0
15,Bachelors,Business Analyst,Hyderabad,Finance,1022000.0
15,Bachelors,Manager,Delhi,Healthcare,1634000.0
11,Bachelors,DevOps Engineer,Chennai,Education,805000.0
13,Bachelors,Analyst,Delhi,Finance,923000.0
11,Masters,Software Engineer,Kolkata,IT,1008000.0
21,Bachelors,Data Scientist,Hyderabad,Healthcare,1279000.0
22,PhD,Business Analyst,Pune,Education,865000.0
25,Masters,Manager,Chennai,Healthcare,1991000.0
22,Masters,DevOps Engineer,Chennai,Finance,1752000.0
2,Masters,Business Analyst,Delhi,IT,874000.0
17,PhD,Software Engineer,Bangalore,Retail,1440000.0
13,Masters,DevOps Engineer,Pune,Finance,1547000.0
3,Masters,Manager,Bangalore,IT,1543000.0
9,PhD,Data Scientist,Mumbai,Education,1588000.0
14,Masters,Manager,Bangalore,Manufacturing,2030000.0
17,Bachelors,Manager,Delhi,Retail,1580000.0
21,High School,Data Scientist,Bangalore,Healthcare,1137000.0
9,Masters,Analyst,Chennai,Manufacturing,755000.0
13,Bachelors,Software Engineer,Chennai,IT,969000.0
1,Bachelors,Manager,Hyderabad,IT,1083000.0
17,PhD,Data Scientist,Mumbai,Retail,1713000.0
20,Bachelors,Business Analyst,Delhi,Retail,858000.0
19,PhD,Data Scientist,Bangalore,IT,2465000.0
13,Masters,Manager,Delhi,Healthcare,1973000.0
10,High School,Business Analyst,Pune,Healthcare,678000.0
14,Bachelors,Analyst,Delhi,Education,739000.0
13,PhD,Data Scientist,Chennai,Healthcare,1586000.0
1,PhD,Analyst,Bangalore,Education,627000.0
2,Bachelors,Data Scientist,Mumbai,Education,849000.0
3,PhD,DevOps Engineer,Hyderabad,Education,902000.0
0,High School,Data Scientist,Hyderabad,Finance,779000.0
7,Masters,Manager,Hyderabad,Education,1301000.0
10,Bachelors,DevOps Engineer,Pune,IT,1064000.0
25,High School,Manager,Pune,Healthcare,1389000.0
16,Masters,Manager,Bangalore,Retail,1844000.0
13,Bachelors,Data Scientist,Kolkata,Finance,1000000.0
7,High School,Software Engineer,Pune,Retail,589000.0
22,Bachelors,Manager,Delhi,Education,1673000.0
3,Bachelors,Analyst,Delhi,Education,466000.0
13,High School,Manager,Hyderabad,Finance,1552000.0
20,Bachelors,Analyst,Hyderabad,Education,644000.0
20,High School,Analyst,Chennai,Healthcare,682000.0
4,Masters,Business Analyst,Bangalore,Healthcare,815000.0
5,Bachelors,Business Analyst,Chennai,IT,804000.0
23,Masters,DevOps Engineer,Pune,Manufacturing,1425000.0
9,PhD,Manager,Pune,Manufacturing,1883000.0
16,Bachelors,DevOps Engineer,Pune,Healthcare,1121000.0
0,Masters,Manager,Delhi,Retail,1093000.0
24,PhD,Business Analyst,Mumbai,Finance,1976000.0
11,Masters,Data Scientist,Hyderabad,Retail,1328000.0
11,Bachelors,Data Scientist,Mumbai,Education,1225000.0
20,Masters,Business Analyst,Kolkata,Education,762000.0
13,Masters,Data Scientist,Chennai,Manufacturing,1264000.0
20,Bachelors,DevOps Engineer,Pune,Education,945000.0
0,Masters,DevOps Engineer,Hyderabad,Retail,742000.0
11,Bachelors,Data Scientist,Pune,Manufacturing,1106000.0
17,High School,Analyst,Delhi,Retail,560000.0
23,Bachelors,Software Engineer,Hyderabad,IT,1264000.0
24,Bachelors,Manager,Delhi,Healthcare,1843000.0
9,Bachelors,Manager,Delhi,Finance,1584000.0
1,Bachelors,DevOps Engineer,Pune,Retail,608000.0
6,Bachelors,Business Analyst,Delhi,Finance,861000.0
19,Bachelors,Data Scientist,Chennai,Manufacturing,1167000.0
17,Bachelors,Business Analyst,Hyderabad,Education,686000.0
16,PhD,Data Scientist,Delhi,Education,1322000.0
0,Masters,Software Engineer,Kolkata,Finance,732000.0
18,Bachelors,Analyst,Hyderabad,IT,1101000.0
11,PhD,Business Analyst,Bangalore,Finance,1437000.0
21,Bachelors,Business Analyst,Mumbai,Finance,1381000.0
7,Masters,Data Scientist,Pune,Education,1025000.0
17,Bachelors,DevOps Engineer,Kolkata,Finance,1232000.0
4,Bachelors,Data Scientist,Kolkata,Manufacturing,760000.0
4,Bachelors,Analyst,Delhi,Education,545000.0
12,Bachelors,DevOps Engineer,Delhi,Finance,1549000.0
2,Bachelors,Manager,Chennai,Manufacturing,941000.0
0,Bachelors,Manager,Delhi,Retail,835000.0
15,Bachelors,Software Engineer,Mumbai,Retail,986000.0
22,PhD,DevOps Engineer,Chennai,Education,1327000.0
9,High School,Manager,Delhi,Retail,1008000.0
15,High School,Software Engineer,Kolkata,Retail,594000.0
23,Bachelors,Data Scientist,Hyderabad,Finance,1862000.0
12,Bachelors,Business Analyst,Delhi,Manufacturing,800000.0
20,Bachelors,Software Engineer,Chennai,Healthcare,993000.0
9,High School,DevOps Engineer,Pune,Retail,578000.0
9,Bachelors,Manager,Pune,Finance,1523000.0
15,Masters,Software Engineer,Pune,Education,1016000.0
8,Masters,Data Scientist,Mumbai,Healthcare,1362000.0
24,Bachelors,Software Engineer,Hyderabad,Education,864000.0
17,Masters,Data Scientist,Kolkata,Education,1100000.0
4,Bachelors,Software Engineer,Pune,Finance,923000.0
21,Bachelors,Software Engineer,Hyderabad,Manufacturing,1173000.0
22,Bachelors,Software Engineer,Mumbai,IT,1331000.0
16,Masters,DevOps Engineer,Pune,Healthcare,1388000.0
10,Bachelors,Software Engineer,Kolkata,Finance,1064000.0
14,Bachelors,DevOps Engineer,Kolkata,Manufacturing,923000.0
3,Masters,Software Engineer,Hyderabad,Finance,1068000.0
16,Bachelors,Business Analyst,Kolkata,Education,657000.0
25,Masters,Business Analyst,Kolkata,Education,767000.0
16,Bachelors,Business Analyst,Mumbai,Manufacturing,828000.0
12,Bachelors,DevOps Engineer,Kolkata,Education,714000.0
1,Bachelors,Data Scientist,Delhi,IT,954000.0
12,High School,Data Scientist,Delhi,Finance,1133000.0
20,Masters,Software Engineer,Bangalore,IT,1830000.0
4,High School,DevOps Engineer,Pune,Education,469000.0
18,Masters,Software Engineer,Chennai,Manufacturing,1365000.0
23,Masters,Business Analyst,Mumbai,IT,1648000.0
6,Bachelors,Business Analyst,Kolkata,Manufacturing,569000.0
22,High School,DevOps Engineer,Hyderabad,IT,999000.0
18,Bachelors,Software Engineer,Chennai,Healthcare,1087000.0
9,Masters,Software Engineer,Mumbai,IT,1495000.0
22,High School,Manager,Chennai,Finance,1222000.0
20,Bachelors,DevOps Engineer,Mumbai,Retail,1261000.0
16,Masters,Analyst,Mumbai,Manufacturing,1042000.0
9,PhD,Manager,Bangalore,IT,2331000.0
3,Masters,Business Analyst,Pune,Finance,839000.0
20,PhD,Software Engineer,Pune,Education,1129000.0
4,Bachelors,Software Engineer,Mumbai,Education,695000.0
17,Bachelors,Analyst,Mumbai,IT,1071000.0
18,Bachelors,Manager,Bangalore,Retail,1265000.0
16,Masters,Data Scientist,Pune,Healthcare,1179000.0
13,High School,Manager,Delhi,Healthcare,1313000.0
6,Masters,Data Scientist,Kolkata,Manufacturing,1039000.0
3,High School,DevOps Engineer,Mumbai,IT,888000.0
8,Bachelors,Analyst,Mumbai,Finance,858000.0
3,Masters,Software Engineer,Kolkata,Education,552000.0
1,Bachelors,DevOps Engineer,Pune,Education,547000.0
14,Bachelors,Software Engineer,Pune,IT,1114000.0
11,PhD,Manager,Delhi,Finance,2177000.0
11,PhD,Manager,Pune,Manufacturing,1483000.0
8,Masters,Manager,Mumbai,Finance,2217000.0
25,Bachelors,Data Scientist,Kolkata,Manufacturing,1157000.0
5,Masters,Data Scientist,Mumbai,Healthcare,1520000.0
23,Masters,Data Scientist,Pune,IT,1721000.0
19,Bachelors,Business Analyst,Delhi,IT,1058000.0
23,Masters,Analyst,Mumbai,Healthcare,1084000.0
3,Bachelors,DevOps Engineer,Mumbai,Education,688000.0
13,Masters,Analyst,Hyderabad,IT,1020000.0
3,Bachelors,Analyst,Bangalore,IT,669000.0
25,Bachelors,Analyst,Pune,Healthcare,838000.0
2,Masters,Manager,Chennai,Education,985000.0
12,PhD,Software Engineer,Bangalore,Manufacturing,1271000.0
15,Masters,Analyst,Mumbai,Retail,1035000.0
20,Masters,Data Scientist,Kolkata,Finance,1752000.0
2,High School,Analyst,Chennai,Retail,319000.0
19,Bachelors,Data Scientist,Bangalore,Education,1157000.0
6,Bachelors,Business Analyst,Mumbai,Manufacturing,720000.0
5,Bachelors,DevOps Engineer,Kolkata,IT,885000.0
14,Masters,Business Analyst,Chennai,IT,1060000.0
14,Bachelors,Data Scientist,Hyderabad,Manufacturing,1410000.0
20,Masters,Analyst,Pune,Finance,1133000.0
11,Masters,Software Engineer,Hyderabad,Manufacturing,948000.0
2,Bachelors,Data Scientist,Hyderabad,Retail,695000.0
22,Bachelors,Business Analyst,Kolkata,Retail,696000.0
25,Masters,Data Scientist,Pune,Finance,2294000.0
20,Masters,Data Scientist,Pune,Healthcare,1582000.0
8,PhD,DevOps Engineer,Chennai,Finance,1377000.0
19,Masters,DevOps Engineer,Delhi,Healthcare,1390000.0
0,Masters,DevOps Engineer,Hyderabad,Finance,1087000.0
2,Bachelors,Manager,Pune,IT,1314000.0
24,Masters,Manager,Mumbai,Healthcare,2673000.0
8,Bachelors,Manager,Hyderabad,Retail,1163000.0
9,Bachelors,Manager,Hyderabad,Retail,1130000.0
13,Masters,Business Analyst,Chennai,Finance,937000.0
5,Bachelors,Data Scientist,Chennai,Manufacturing,862000.0
15,Masters,Manager,Pune,Retail,1576000.0
23,PhD,Analyst,Chennai,Finance,1462000.0
25,Masters,DevOps Engineer,Hyderabad,IT,1870000.0
10,Bachelors,Software Engineer,Chennai,Manufacturing,883000.0
19,Bachelors,DevOps Engineer,Pune,Finance,1473000.0
24,Bachelors,Software Engineer,Pune,Manufacturing,1136000.0
15,Masters,Business Analyst,Hyderabad,Retail,986000.0
21,PhD,Software Engineer,Chennai,Manufacturing,1401000.0
13,PhD,Software Engineer,Bangalore,IT,1615000.0
23,PhD,Business Analyst,Mumbai,IT,1894000.0
22,Masters,Data Scientist,Pune,Finance,2317000.0
3,Bachelors,Data Scientist,Hyderabad,Finance,1194000.0
0,High School,Data Scientist,Kolkata,IT,642000.0
21,Bachelors,DevOps Engineer,Chennai,Finance,1556000.0
25,Masters,Data Scientist,Kolkata,Manufacturing,1529000.0
4,Bachelors,Manager,Bangalore,IT,1494000.0
19,PhD,Software Engineer,Pune,Healthcare,1441000.0
13,Masters,DevOps Engineer,Kolkata,Retail,976000.0
3,PhD,Analyst,Bangalore,Healthcare,788000.0
21,Masters,Software Engineer,Delhi,Healthcare,1429000.0
3,Bachelors,Analyst,Chennai,Finance,704000.0
10,Bachelors,Software Engineer,Delhi,Finance,1026000.0
2,Bachelors,Software Engineer,Delhi,IT,883000.0
4,PhD,Data Scientist,Bangalore,Education,1327000.0
12,Bachelors,Analyst,Hyderabad,Manufacturing,723000.0
3,Bachelors,Software Engineer,Delhi,Healthcare,755000.0
21,Bachelors,Business Analyst,Kolkata,Retail,710000.0
20,Bachelors,Manager,Kolkata,Education,1110000.0
8,Bachelors,Data Scientist,Chennai,Education,918000.0
11,Masters,Business Analyst,Hyderabad,Finance,1237000.0
18,Masters,DevOps Engineer,Bangalore,Retail,1306000.0
1,Masters,DevOps Engineer,Hyderabad,Healthcare,796000.0
25,Bachelors,Manager,Delhi,Healthcare,1994000.0
8,Masters,Business Analyst,Delhi,Education,682000.0
22,High School,Business Analyst,Bangalore,Finance,1169000.0
9,Bachelors,Analyst,Bangalore,Retail,655000.0
0,Bachelors,Data Scientist,Bangalore,Manufacturing,858000.0
24,High School,Data Scientist,Hyderabad,IT,1458000.0
14,Bachelors,Data Scientist,Delhi,IT,1413000.0
16,Masters,Analyst,Hyderabad,Healthcare,1072000.0
5,High School,Data Scientist,Delhi,Education,590000.0
25,High School,Software Engineer,Hyderabad,Retail,872000.0
19,PhD,Manager,Delhi,Education,1693000.0
4,Bachelors,Business Analyst,Bangalore,Finance,818000.0
17,Bachelors,Analyst,Delhi,IT,903000.0
8,Bachelors,DevOps Engineer,Mumbai,Manufacturing,1200000.0
6,PhD,Software Engineer,Delhi,Retail,1016000.0
21,High School,Manager,Pune,Finance,1491000.0
4,Bachelors,Manager,Delhi,Healthcare,1119000.0
24,Masters,DevOps Engineer,Pune,Manufacturing,1229000.0
2,Bachelors,DevOps Engineer,Chennai,Manufacturing,734000.0
10,Bachelors,Software Engineer,Delhi,Education,891000.0
6,PhD,Data Scientist,Chennai,Education,948000.0
7,High School,Manager,Hyderabad,Retail,829000.0
7,Masters,Software Engineer,Mumbai,Education,896000.0
7,Masters,Business Analyst,Mumbai,Healthcare,894000.0
17,High School,Manager,Bangalore,IT,1915000.0
18,Masters,Software Engineer,Pune,Finance,1464000.0
9,Masters,Business Analyst,Bangalore,Finance,1096000.0
4,Bachelors,Business Analyst,Kolkata,IT,606000.0
17,Bachelors,DevOps Engineer,Delhi,Retail,1039000.0
6,Bachelors,Software Engineer,Bangalore,Manufacturing,920000.0
17,Bachelors,Data Scientist,Mumbai,IT,1704000.0
7,Masters,Software Engineer,Pune,Manufacturing,977000.0
21,Bachelors,Data Scientist,Pune,Education,1091000.0
2,Masters,Analyst,Pune,Finance,740000.0
9,Masters,Analyst,Bangalore,Education,763000.0
1,Masters,Data Scientist,Mumbai,Finance,1438000.0
9,PhD,DevOps Engineer,Pune,IT,1177000.0
18,Bachelors,Software Engineer,Kolkata,Education,672000.0
3,Masters,Analyst,Kolkata,Retail,517000.0
17,Bachelors,Software Engineer,Delhi,Retail,1067000.0
22,Masters,Business Analyst,Mumbai,Manufacturing,1183000.0
14,Bachelors,Data Scientist,Bangalore,Healthcare,1303000.0
18,Bachelors,Data Scientist,Hyderabad,Healthcare,1332000.0
7,Bachelors,Analyst,Delhi,Manufacturing,660000.0
17,Bachelors,Business Analyst,Bangalore,IT,1045000.0
20,Masters,Analyst,Hyderabad,Education,870000.0
7,Bachelors,Analyst,Kolkata,Education,442000.0
1,Bachelors,DevOps Engineer,Pune,Manufacturing,684000.0
1,Bachelors,Software Engineer,Pune,Manufacturing,554000.0
13,High School,Manager,Kolkata,Healthcare,1085000.0
6,Masters,Data Scientist,Chennai,Education,965000.0
12,PhD,Manager,Pune,Retail,1661000.0
1,Masters,Data Scientist,Hyderabad,IT,1109000.0
24,Masters,Software Engineer,Mumbai,Retail,1414000.0
24,High School,Analyst,Kolkata,Manufacturing,623000.0
4,Masters,Business Analyst,Bangalore,Manufacturing,609000.0
21,Masters,Data Scientist,Kolkata,Education,1183000.0
15,High School,Manager,Chennai,Retail,1015000.0
15,Masters,Software Engineer,Delhi,Finance,1585000.0
12,PhD,Data Scientist,Pune,Education,1253000.0
15,Masters,Data Scientist,Bangalore,Finance,1962000.0
6,Bachelors,Business Analyst,Kolkata,Healthcare,621000.0
22,Masters,Software Engineer,Bangalore,IT,1628000.0
20,PhD,Software Engineer,Mumbai,IT,2064000.0
18,Masters,Business Analyst,Delhi,Manufacturing,895000.0
13,High School,Data Scientist,Bangalore,IT,1269000.0
18,Bachelors,Analyst,Chennai,Finance,953000.0
19,Masters,Data Scientist,Delhi,Retail,1503000.0
16,High School,Analyst,Delhi,Manufacturing,614000.0
11,Bachelors,Business Analyst,Delhi,Healthcare,742000.0
8,Bachelors,Analyst,Kolkata,IT,619000.0
1,High School,Business Analyst,Chennai,Manufacturing,450000.0
0,Masters,Business Analyst,Hyderabad,Retail,518000.0
1,Masters,Business Analyst,Delhi,IT,826000.0
13,Masters,Analyst,Pune,Retail,726000.0
9,Bachelors,DevOps Engineer,Kolkata,Finance,1011000.0
19,Bachelors,Data Scientist,Chennai,Finance,1611000.0
8,Masters,Manager,Hyderabad,Finance,1699000.0
2,Bachelors,Analyst,Pune,IT,601000.0
15,Masters,DevOps Engineer,Pune,Healthcare,1259000.0
4,Bachelors,Business Analyst,Delhi,Healthcare,638000.0
25,Bachelors,Manager,Pune,Education,1476000.0
22,Masters,Analyst,Mumbai,Education,939000.0
23,PhD,Business Analyst,Mumbai,Retail,1243000.0
13,Bachelors,Analyst,Bangalore,Healthcare,834000.0
10,Masters,Manager,Mumbai,Retail,1639000.0
10,High School,Business Analyst,Delhi,Healthcare,746000.0
14,Bachelors,DevOps Engineer,Chennai,Education,876000.0
13,Bachelors,Software Engineer,Mumbai,Healthcare,1169000.0
4,Masters,Data Scientist,Bangalore,Healthcare,1193000.0
1,Masters,DevOps Engineer,Mumbai,Education,706000.0
3,Masters,Data Scientist,Delhi,Retail,971000.0
13,High School,Software Engineer,Hyderabad,Manufacturing,743000.0
18,High School,Analyst,Delhi,Retail,581000.0
7,PhD,Analyst,Hyderabad,Manufacturing,828000.0
23,Bachelors,Manager,Kolkata,IT,1747000.0
6,Bachelors,Data Scientist,Mumbai,Manufacturing,1180000.0
9,High School,Business Analyst,Delhi,Education,428000.0
23,Masters,DevOps Engineer,Chennai,Retail,1214000.0
7,Bachelors,Manager,Chennai,IT,1369000.0
6,Masters,Data Scientist,Bangalore,Retail,1204000.0
1,Bachelors,Manager,Pune,Manufacturing,890000.0
20,Bachelors,Manager,Delhi,Finance,2095000.0
11,Bachelors,DevOps Engineer,Kolkata,Retail,678000.0
9,PhD,Analyst,Kolkata,Healthcare,805000.0
7,Masters,Business Analyst,Pune,Manufacturing,843000.0
8,Masters,Data Scientist,Bangalore,Retail,1152000.0
9,High School,DevOps Engineer,Kolkata,IT,698000.0
15,Bachelors,Data Scientist,Pune,Education,994000.0
18,High School,Manager,Chennai,Healthcare,1199000.0
9,Bachelors,DevOps Engineer,Mumbai,Retail,1001000.0
8,Bachelors,Data Scientist,Kolkata,Manufacturing,876000.0
11,Masters,DevOps Engineer,Delhi,IT,1603000.0
14,High School,Software Engineer,Delhi,Finance,1137000.0
5,Bachelors,Business Analyst,Mumbai,Healthcare,868000.0
0,Masters,Software Engineer,Hyderabad,Retail,647000.0
9,Bachelors,Analyst,Delhi,Retail,563000.0
21,Masters,Software Engineer,Mumbai,Education,1370000.0
1,Bachelors,Analyst,Pune,Healthcare,528000.0
2,Masters,DevOps Engineer,Hyderabad,Retail,692000.0
14,Masters,Software Engineer,Bangalore,Manufacturing,1130000.0
19,Masters,Business Analyst,Bangalore,IT,1409000.0
20,Bachelors,Business Analyst,Delhi,Manufacturing,952000.0
23,Masters,Business Analyst,Bangalore,Education,970000.0
9,Masters,Software Engineer,Mumbai,Healthcare,1228000.0
11,Masters,Software Engineer,Bangalore,IT,1481000.0
6,Bachelors,DevOps Engineer,Pune,IT,1157000.0
23,Masters,Business Analyst,Hyderabad,Education,991000.0
5,Masters,Manager,Kolkata,Manufacturing,1064000.0
10,Masters,Data Scientist,Chennai,Healthcare,1379000.0
15,Bachelors,Software Engineer,Bangalore,Finance,1304000.0
12,Bachelors,Manager,Bangalore,Education,1265000.0
17,Masters,Analyst,Pune,IT,940000.0
19,PhD,Business Analyst,Bangalore,Manufacturing,1370000.0
15,High School,DevOps Engineer,Chennai,Retail,758000.0
10,High School,Analyst,Pune,Manufacturing,528000.0
6,Bachelors,Data Scientist,Hyderabad,Manufacturing,994000.0
7,Bachelors,Analyst,Bangalore,Manufacturing,664000.0
13,Bachelors,Manager,Delhi,Retail,1213000.0
16,Bachelors,DevOps Engineer,Chennai,Finance,1271000.0
5,Bachelors,Business Analyst,Bangalore,Education,625000.0
25,Bachelors,Manager,Kolkata,IT,1721000.0
15,Bachelors,Software Engineer,Pune,Finance,1135000.0
14,Bachelors,Data Scientist,Kolkata,Healthcare,1055000.0
23,Bachelors,DevOps Engineer,Chennai,Finance,1348000.0
15,Masters,DevOps Engineer,Delhi,Education,1146000.0
23,Bachelors,Business Analyst,Kolkata,Manufacturing,800000.0
19,Masters,Software Engineer,Delhi,Healthcare,1433000.0
21,High School,Analyst,Kolkata,Healthcare,618000.0
13,Masters,Data Scientist,Delhi,Healthcare,1428000.0
21,Masters,Data Scientist,Pune,Finance,2304000.0
16,High School,DevOps Engineer,Pune,Manufacturing,749000.0
5,Masters,Software Engineer,Kolkata,Education,756000.0
16,PhD,Analyst,Kolkata,Finance,1063000.0
16,Masters,Data Scientist,Mumbai,Manufacturing,1850000.0
5,PhD,DevOps Engineer,Pune,Finance,1451000.0
7,Bachelors,Business Analyst,Mumbai,Healthcare,912000.0
17,Bachelors,Analyst,Pune,Manufacturing,722000.0
19,Bachelors,Software Engineer,Bangalore,Education,927000.0
12,Bachelors,DevOps Engineer,Pune,IT,1082000.0
19,Bachelors,Software Engineer,Pune,Finance,1072000.0
16,PhD,Software Engineer,Pune,Finance,1489000.0
24,Bachelors,Analyst,Delhi,Retail,852000.0
6,Bachelors,Software Engineer,Kolkata,Finance,863000.0
12,Masters,Software Engineer,Mumbai,Finance,1792000.0
6,Masters,Business Analyst,Delhi,Retail,720000.0
12,Masters,Software Engineer,Hyderabad,Healthcare,1272000.0
23,Bachelors,Data Scientist,Pune,IT,1738000.0
10,Bachelors,Analyst,Kolkata,Finance,653000.0
5,Masters,Business Analyst,Chennai,Education,636000.0
0,Masters,Analyst,Hyderabad,Finance,681000.0
9,Bachelors,Software Engineer,Bangalore,Retail,721000.0
2,Masters,DevOps Engineer,Pune,Healthcare,885000.0
16,High School,Business Analyst,Kolkata,Retail,522000.0
24,Bachelors,DevOps Engineer,Chennai,Education,1053000.0
3,Masters,Business Analyst,Chennai,Manufacturing,604000.0
22,Bachelors,Software Engineer,Hyderabad,Education,787000.0
16,High School,DevOps Engineer,Kolkata,Retail,721000.0
24,Masters,Data Scientist,Pune,Manufacturing,1384000.0
9,Masters,DevOps Engineer,Bangalore,Healthcare,1196000.0
12,Masters,DevOps Engineer,Mumbai,Healthcare,1568000.0
16,Masters,DevOps Engineer,Kolkata,Education,962000.0
7,Bachelors,Software Engineer,Pune,Education,682000.0
10,Bachelors,Data Scientist,Delhi,Finance,1481000.0
23,Masters,Analyst,Delhi,IT,1159000.0
12,High School,Software Engineer,Hyderabad,Finance,875000.0
14,Bachelors,Analyst,Hyderabad,Retail,681000.0
5,Bachelors,Data Scientist,Bangalore,Education,871000.0
17,Masters,Analyst,Kolkata,Education,631000.0
0,PhD,Software Engineer,Delhi,IT,1039000.0
8,Bachelors,Data Scientist,Hyderabad,Healthcare,1184000.0
10,Bachelors,Analyst,Pune,Healthcare,729000.0
9,Bachelors,Software Engineer,Delhi,Finance,1128000.0
6,Bachelors,Data Scientist,Kolkata,IT,986000.0
1,Bachelors,DevOps Engineer,Hyderabad,Finance,823000.0
4,Bachelors,Data Scientist,Bangalore,Healthcare,1172000.0
22,Bachelors,Manager,Pune,Education,1262000.0
21,Bachelors,Software Engineer,Hyderabad,Manufacturing,1176000.0
4,High School,Manager,Pune,Retail,737000.0
15,Masters,DevOps Engineer,Delhi,Finance,1979000.0
16,Masters,Analyst,Mumbai,Retail,949000.0
4,Bachelors,DevOps Engineer,Pune,Finance,1031000.0
19,Masters,Data Scientist,Hyderabad,Education,1106000.0
14,Bachelors,Data Scientist,Delhi,Healthcare,1464000.0
9,Bachelors,DevOps Engineer,Pune,Education,669000.0
8,Bachelors,DevOps Engineer,Bangalore,IT,1219000.0
3,Bachelors,Business Analyst,Kolkata,IT,650000.0
8,Bachelors,Data Scientist,Kolkata,Finance,1118000.0
18,Masters,Business Analyst,Bangalore,Healthcare,1296000.0
4,Masters,DevOps Engineer,Chennai,Retail,766000.0
7,High School,Software Engineer,Delhi,Manufacturing,697000.0
14,Bachelors,Data Scientist,Mumbai,IT,1518000.0
4,Masters,Software Engineer,Chennai,Finance,1044000.0
23,PhD,Software Engineer,Delhi,Healthcare,1731000.0
6,Bachelors,Software Engineer,Delhi,Retail,816000.0
8,High School,Analyst,Bangalore,Retail,515000.0
8,Masters,Manager,Bangalore,Healthcare,1506000.0
8,Bachelors,Data Scientist,Pune,IT,1140000.0
18,Masters,Business Analyst,Pune,Finance,1170000.0
8,Bachelors,Data Scientist,Hyderabad,Education,919000.0
25,Bachelors,Business Analyst,Kolkata,Education,669000.0
15,Bachelors,Analyst,Hyderabad,Finance,853000.0
0,Bachelors,Software Engineer,Pune,Education,500000.0
19,Masters,Software Engineer,Delhi,Education,1130000.0
6,Masters,DevOps Engineer,Kolkata,IT,1166000.0
12,Bachelors,Software Engineer,Kolkata,Retail,715000.0
12,Masters,Manager,Delhi,Healthcare,1706000.0
16,Masters,Data Scientist,Chennai,Retail,1390000.0
16,Masters,Software Engineer,Delhi,Retail,1062000.0
0,Bachelors,DevOps Engineer,Delhi,IT,905000.0
11,Bachelors,Analyst,Delhi,Manufacturing,736000.0
21,Bachelors,Data Scientist,Hyderabad,Finance,1562000.0
0,Bachelors,Data Scientist,Chennai,Retail,640000.0
11,PhD,DevOps Engineer,Chennai,Finance,1488000.0
10,Bachelors,Manager,Kolkata,Retail,1001000.0
17,Bachelors,Data Scientist,Delhi,Finance,1405000.0
9,Bachelors,Business Analyst,Chennai,Manufacturing,697000.0
13,Masters,Software Engineer,Mumbai,Retail,1080000.0
10,Masters,Software Engineer,Mumbai,Finance,1566000.0
23,PhD,Analyst,Pune,Finance,1303000.0
14,Bachelors,Data Scientist,Delhi,IT,1454000.0
12,Bachelors,Business Analyst,Pune,Retail,605000.0
8,Bachelors,DevOps Engineer,Hyderabad,Finance,1044000.0
4,Masters,Software Engineer,Delhi,Education,826000.0
10,PhD,Manager,Chennai,IT,2063000.0
15,Bachelors,Analyst,Chennai,IT,839000.0
21,Bachelors,Data Scientist,Delhi,Finance,1445000.0
24,Bachelors,Analyst,Kolkata,Healthcare,804000.0
18,Bachelors,DevOps Engineer,Chennai,Education,855000.0
4,High School,Manager,Mumbai,Retail,845000.0
7,Masters,Manager,Hyderabad,Manufacturing,1412000.0
11,Masters,Analyst,Chennai,Education,760000.0
